,sent_ind,cve_sent_ind,token,pos,tag,dep,label,pred_y
3253,CVE-2016-7147,0,in,ADP,IN,prep,O,O
3254,CVE-2016-7147,0,Zope,PROPN,NNP,compound,O,O
3255,CVE-2016-7147,0,ZMI,PROPN,NNP,pobj,O,O
3256,CVE-2016-7147,0,in,ADP,IN,prep,O,O
3257,CVE-2016-7147,0,Plone,PROPN,NNP,pobj,pn,pn
3258,CVE-2016-7147,0,before,ADP,IN,prep,<,<
3259,CVE-2016-7147,0,4.3.12,NUM,CD,pobj,vre,vre
3260,CVE-2016-7147,0,and,CCONJ,CC,cc,sp,sp
3261,CVE-2016-7147,0,5.x,NUM,CD,punct,vr,vr
3262,CVE-2016-7147,0,before,ADP,IN,prep,<,<
3263,CVE-2016-7147,0,5.0.7,NUM,CD,pobj,vre,vre
3264,CVE-2016-7147,0,allows,VERB,VBZ,ROOT,verb,verb
3265,CVE-2016-7147,0,remote,ADJ,JJ,amod,O,O
3266,CVE-2016-7147,0,attackers,NOUN,NNS,nsubj,O,O
3267,CVE-2016-7147,0,to,PART,TO,aux,O,O
3268,CVE-2016-7147,0,inject,VERB,VB,ccomp,O,O
3269,CVE-2016-7147,0,arbitrary,ADJ,JJ,amod,O,O
3270,CVE-2016-7147,0,web,NOUN,NN,compound,O,O
3271,CVE-2016-7147,0,script,NOUN,NN,dobj,O,O
3272,CVE-2016-7147,0,or,CCONJ,CC,cc,O,O
3273,CVE-2016-7147,0,HTML,NOUN,NN,conj,O,O
3274,CVE-2016-7147,0,via,ADP,IN,prep,O,O
3275,CVE-2016-7147,0,vectors,NOUN,NNS,pobj,O,O
3276,CVE-2016-7147,0,involving,VERB,VBG,acl,O,O
3277,CVE-2016-7147,0,double,ADJ,JJ,amod,O,O
3278,CVE-2016-7147,0,quotes,NOUN,NNS,dobj,O,O
3279,CVE-2016-7147,0,",",PUNCT,",",punct,O,O
3280,CVE-2016-7147,0,as,ADP,IN,mark,O,O
3281,CVE-2016-7147,0,demonstrated,VERB,VBN,advcl,O,O
3282,CVE-2016-7147,0,by,ADP,IN,agent,O,O
3283,CVE-2016-7147,0,the,DET,DT,det,O,O
3284,CVE-2016-7147,0,obj_ids,NOUN,NNS,pobj,O,O
3285,CVE-2016-7147,0,:,PUNCT,:,punct,O,O
3286,CVE-2016-7147,0,tokens,NOUN,NNS,compound,O,O
3287,CVE-2016-7147,0,parameter,VERB,VBP,dobj,O,O
3288,CVE-2016-7147,0,.,PUNCT,.,punct,O,O
3289,CVE-2016-7147,1,NOTE,NOUN,NN,ROOT,O,O
3290,CVE-2016-7147,1,:,PUNCT,:,punct,O,O
3291,CVE-2016-7147,1,this,DET,DT,det,O,O
3292,CVE-2016-7147,1,vulnerability,NOUN,NN,nsubj,O,O
3293,CVE-2016-7147,1,exists,VERB,VBZ,ccomp,O,O
3294,CVE-2016-7147,1,because,ADP,IN,prep,O,O
3295,CVE-2016-7147,1,of,ADP,IN,pcomp,O,O
3296,CVE-2016-7147,1,an,DET,DT,det,O,O
3297,CVE-2016-7147,1,incomplete,ADJ,JJ,amod,O,O
3298,CVE-2016-7147,1,fix,NOUN,NN,pobj,O,O
3299,CVE-2016-7147,1,for,ADP,IN,prep,O,O
3300,CVE-2016-7147,1,CVE-2016,NOUN,NN,compound,O,O
3301,CVE-2016-7147,1,-,PUNCT,HYPH,punct,O,O
3302,CVE-2016-7147,1,7140,NUM,CD,pobj,O,O
3303,CVE-2016-7147,1,.,PUNCT,.,punct,O,O
3304,CVE-2017-10314,0,Vulnerability,NOUN,NN,ROOT,O,O
3305,CVE-2017-10314,0,in,ADP,IN,prep,O,O
3306,CVE-2017-10314,0,the,DET,DT,det,O,O
3307,CVE-2017-10314,0,MySQL,PROPN,NNP,compound,pn,pn
3308,CVE-2017-10314,0,Server,NOUN,NN,compound,O,O
3309,CVE-2017-10314,0,component,NOUN,NN,pobj,O,O
3310,CVE-2017-10314,0,of,ADP,IN,prep,O,O
3311,CVE-2017-10314,0,Oracle,PROPN,NNP,compound,O,O
3312,CVE-2017-10314,0,MySQL,PROPN,NNP,pobj,pn,pn
3313,CVE-2017-10314,0,(,PUNCT,-LRB-,punct,O,O
3314,CVE-2017-10314,0,subcomponent,NOUN,NN,appos,O,O
3315,CVE-2017-10314,0,:,PUNCT,:,punct,O,O
3316,CVE-2017-10314,0,Server,NOUN,NN,appos,O,O
3317,CVE-2017-10314,0,:,PUNCT,:,punct,O,O
3318,CVE-2017-10314,0,Memcached,PROPN,NNP,appos,O,O
3319,CVE-2017-10314,0,),PUNCT,-RRB-,punct,O,O
3320,CVE-2017-10314,0,.,PUNCT,.,punct,O,O
3321,CVE-2017-10314,1,Supported,VERB,VBN,csubj,O,O
3322,CVE-2017-10314,1,versions,NOUN,NNS,dobj,O,O
3323,CVE-2017-10314,1,that,DET,WDT,nsubjpass,O,O
3324,CVE-2017-10314,1,are,VERB,VBP,auxpass,O,O
3325,CVE-2017-10314,1,affected,VERB,VBN,relcl,O,O
3326,CVE-2017-10314,1,are,VERB,VBP,ROOT,O,O
3327,CVE-2017-10314,1,5.6.37,NUM,CD,attr,vre,vre
3328,CVE-2017-10314,1,and,CCONJ,CC,cc,=,=
3329,CVE-2017-10314,1,earlier,ADJ,JJR,conj,<,<
3330,CVE-2017-10314,1,and,CCONJ,CC,cc,sp,sp
3331,CVE-2017-10314,1,5.7.19,NUM,CD,conj,vre,vre
3332,CVE-2017-10314,1,and,CCONJ,CC,cc,=,=
3333,CVE-2017-10314,1,earlier,ADV,RBR,conj,<,<
3334,CVE-2017-10314,1,.,PUNCT,.,punct,O,O
3335,CVE-2017-10314,2,Easily,ADV,RB,advmod,O,O
3336,CVE-2017-10314,2,exploitable,ADJ,JJ,ROOT,O,O
3337,CVE-2017-10314,2,vulnerability,NOUN,NN,dobj,O,O
3338,CVE-2017-10314,2,allows,VERB,VBZ,acl,verb,verb
3339,CVE-2017-10314,2,high,ADJ,JJ,amod,O,O
3340,CVE-2017-10314,2,privileged,ADJ,JJ,amod,O,O
3341,CVE-2017-10314,2,attacker,NOUN,NN,nsubj,O,O
3342,CVE-2017-10314,2,with,ADP,IN,prep,O,O
3343,CVE-2017-10314,2,network,NOUN,NN,compound,O,O
3344,CVE-2017-10314,2,access,NOUN,NN,pobj,O,O
3345,CVE-2017-10314,2,via,ADP,IN,prep,O,O
3346,CVE-2017-10314,2,multiple,ADJ,JJ,amod,O,O
3347,CVE-2017-10314,2,protocols,NOUN,NNS,pobj,O,O
3348,CVE-2017-10314,2,to,PART,TO,aux,O,O
3349,CVE-2017-10314,2,compromise,VERB,VB,ccomp,O,O
3350,CVE-2017-10314,2,MySQL,PROPN,NNP,compound,O,O
3351,CVE-2017-10314,2,Server,NOUN,NN,dobj,O,O
3352,CVE-2017-10314,2,.,PUNCT,.,punct,O,O
3353,CVE-2017-10314,3,Successful,ADJ,JJ,amod,O,O
3354,CVE-2017-10314,3,attacks,NOUN,NNS,nsubj,O,O
3355,CVE-2017-10314,3,of,ADP,IN,prep,O,O
3356,CVE-2017-10314,3,this,DET,DT,det,O,O
3357,CVE-2017-10314,3,vulnerability,NOUN,NN,pobj,O,O
3358,CVE-2017-10314,3,can,VERB,MD,aux,O,O
3359,CVE-2017-10314,3,result,VERB,VB,ROOT,O,O
3360,CVE-2017-10314,3,in,ADP,IN,prep,O,O
3361,CVE-2017-10314,3,unauthorized,ADJ,JJ,amod,O,O
3362,CVE-2017-10314,3,ability,NOUN,NN,pobj,O,O
3363,CVE-2017-10314,3,to,PART,TO,aux,O,O
3364,CVE-2017-10314,3,cause,VERB,VB,acl,O,O
3365,CVE-2017-10314,3,a,DET,DT,det,O,O
3366,CVE-2017-10314,3,hang,NOUN,NN,dobj,O,O
3367,CVE-2017-10314,3,or,CCONJ,CC,cc,O,O
3368,CVE-2017-10314,3,frequently,ADV,RB,advmod,O,O
3369,CVE-2017-10314,3,repeatable,ADJ,JJ,conj,O,O
3370,CVE-2017-10314,3,crash,NOUN,NN,dobj,O,O
3371,CVE-2017-10314,3,(,PUNCT,-LRB-,punct,O,O
3372,CVE-2017-10314,3,complete,ADJ,JJ,amod,O,O
3373,CVE-2017-10314,3,DOS,NOUN,NN,appos,O,O
3374,CVE-2017-10314,3,),PUNCT,-RRB-,punct,O,O
3375,CVE-2017-10314,3,of,ADP,IN,prep,O,O
3376,CVE-2017-10314,3,MySQL,PROPN,NNP,compound,O,O
3377,CVE-2017-10314,3,Server,PROPN,NNP,pobj,O,O
3378,CVE-2017-10314,3,.,PUNCT,.,punct,O,O
3379,CVE-2017-10314,4,CVSS,PROPN,NNP,ROOT,O,O
3380,CVE-2017-10314,4,3,NUM,CD,nummod,O,O
3381,CVE-2017-10314,4,Base,PROPN,NNP,compound,O,O
3382,CVE-2017-10314,4,Score,PROPN,NNP,appos,O,O
3383,CVE-2017-10314,4,4.9,NUM,CD,nummod,O,O
3384,CVE-2017-10314,5,(,PUNCT,-LRB-,punct,O,O
3385,CVE-2017-10314,5,Availability,NOUN,NN,compound,O,O
3386,CVE-2017-10314,5,impacts,NOUN,NNS,ROOT,O,O
3387,CVE-2017-10314,5,),PUNCT,-RRB-,punct,O,O
3388,CVE-2017-10314,5,.,PUNCT,.,punct,O,O
3389,CVE-2017-10314,6,CVSS,PROPN,NNP,compound,O,O
3390,CVE-2017-10314,6,Vector,PROPN,NNP,ROOT,O,O
3391,CVE-2017-10314,6,:,PUNCT,:,punct,O,O
3392,CVE-2017-10314,7,(,PUNCT,-LRB-,punct,O,O
3393,CVE-2017-10314,7,CVSS:3.0/AV,PROPN,NNP,ROOT,O,O
3394,CVE-2017-10314,7,:,PUNCT,:,punct,O,O
3395,CVE-2017-10314,8,N,PROPN,NNP,nmod,O,O
3396,CVE-2017-10314,8,/,SYM,SYM,punct,O,O
3397,CVE-2017-10314,8,AC,PROPN,NNP,ROOT,O,O
3398,CVE-2017-10314,8,:,PUNCT,:,punct,O,O
3399,CVE-2017-10314,9,L,PROPN,NNP,nmod,O,O
3400,CVE-2017-10314,9,/,SYM,SYM,punct,O,O
3401,CVE-2017-10314,9,PR,NOUN,NN,ROOT,O,O
3402,CVE-2017-10314,9,:,PUNCT,:,punct,O,O
3403,CVE-2017-10314,10,H,PROPN,NNP,nmod,O,O
3404,CVE-2017-10314,10,/,SYM,SYM,punct,O,O
3405,CVE-2017-10314,10,UI,PROPN,NNP,ROOT,O,O
3406,CVE-2017-10314,10,:,PUNCT,:,punct,O,O
3407,CVE-2017-10314,10,N,PROPN,NNP,nmod,O,O
3408,CVE-2017-10314,10,/,SYM,SYM,punct,O,O
3409,CVE-2017-10314,10,S,NOUN,NN,appos,O,O
3410,CVE-2017-10314,10,:,PUNCT,:,punct,O,O
3411,CVE-2017-10314,10,U,PROPN,NNP,nmod,O,O
3412,CVE-2017-10314,10,/,SYM,SYM,punct,O,O
3413,CVE-2017-10314,10,C,NOUN,NN,appos,O,O
3414,CVE-2017-10314,10,:,PUNCT,:,punct,O,O
3415,CVE-2017-10314,11,N,PROPN,NNP,nmod,O,O
3416,CVE-2017-10314,11,/,SYM,SYM,punct,O,O
3417,CVE-2017-10314,11,I,NOUN,NN,ROOT,O,O
3418,CVE-2017-10314,11,:,PUNCT,:,punct,O,O
3419,CVE-2017-10314,11,N,PROPN,NNP,appos,O,O
3420,CVE-2017-10314,11,/,SYM,SYM,punct,O,O
3421,CVE-2017-10314,11,A,NOUN,NN,appos,O,O
3422,CVE-2017-10314,11,:,PUNCT,:,punct,O,O
3423,CVE-2017-10314,11,H,NOUN,NN,appos,O,O
3424,CVE-2017-10314,11,),PUNCT,-RRB-,punct,O,O
3425,CVE-2017-10314,11,.,PUNCT,.,punct,O,O
3426,CVE-2017-10622,0,An,DET,DT,det,O,O
3427,CVE-2017-10622,0,authentication,NOUN,NN,compound,O,O
3428,CVE-2017-10622,0,bypass,NOUN,NN,compound,O,O
3429,CVE-2017-10622,0,vulnerability,NOUN,NN,nsubj,O,O
3430,CVE-2017-10622,0,in,ADP,IN,prep,O,O
3431,CVE-2017-10622,0,Juniper,PROPN,NNP,compound,O,O
3432,CVE-2017-10622,0,Networks,PROPN,NNP,compound,O,O
3433,CVE-2017-10622,0,Junos,PROPN,NNP,compound,pn,pn
3434,CVE-2017-10622,0,Space,PROPN,NNP,compound,pn,pn
3435,CVE-2017-10622,0,Network,PROPN,NNP,compound,O,O
3436,CVE-2017-10622,0,Management,PROPN,NNP,compound,O,O
3437,CVE-2017-10622,0,Platform,PROPN,NNP,pobj,O,O
3438,CVE-2017-10622,0,may,VERB,MD,aux,O,O
3439,CVE-2017-10622,0,allow,VERB,VB,ROOT,O,O
3440,CVE-2017-10622,0,a,DET,DT,det,O,O
3441,CVE-2017-10622,0,remote,ADJ,JJ,amod,O,O
3442,CVE-2017-10622,0,unauthenticated,ADJ,JJ,amod,O,O
3443,CVE-2017-10622,0,network,NOUN,NN,npadvmod,O,O
3444,CVE-2017-10622,0,based,VERB,VBN,amod,O,O
3445,CVE-2017-10622,0,attacker,NOUN,NN,nsubj,O,O
3446,CVE-2017-10622,0,to,PART,TO,aux,O,O
3447,CVE-2017-10622,0,login,VERB,VB,ccomp,O,O
3448,CVE-2017-10622,0,as,ADP,IN,prep,O,O
3449,CVE-2017-10622,0,any,DET,DT,det,O,O
3450,CVE-2017-10622,0,privileged,ADJ,JJ,amod,O,O
3451,CVE-2017-10622,0,user,NOUN,NN,pobj,O,O
3452,CVE-2017-10622,0,.,PUNCT,.,punct,O,O
3453,CVE-2017-10622,1,This,DET,DT,det,O,O
3454,CVE-2017-10622,1,issue,NOUN,NN,nsubj,O,O
3455,CVE-2017-10622,1,only,ADV,RB,advmod,O,O
3456,CVE-2017-10622,1,affects,VERB,VBZ,ROOT,O,O
3457,CVE-2017-10622,1,Junos,PROPN,NNP,compound,pn,pn
3458,CVE-2017-10622,1,Space,PROPN,NNP,compound,pn,pn
3459,CVE-2017-10622,1,Network,PROPN,NNP,compound,O,O
3460,CVE-2017-10622,1,Management,PROPN,NNP,compound,O,O
3461,CVE-2017-10622,1,Platform,PROPN,NNP,compound,O,O
3462,CVE-2017-10622,1,17.1R1,NUM,CD,dobj,version,O
3463,CVE-2017-10622,1,without,ADP,IN,prep,O,O
3464,CVE-2017-10622,1,Patch,PROPN,NNP,compound,O,O
3465,CVE-2017-10622,1,v1,PROPN,NNP,pobj,update,update
3466,CVE-2017-10622,1,and,CCONJ,CC,cc,=,=
3467,CVE-2017-10622,1,16.1,NUM,CD,nummod,vr,vr
3468,CVE-2017-10622,1,releases,NOUN,NNS,conj,O,O
3469,CVE-2017-10622,1,prior,ADV,RB,advmod,<,<
3470,CVE-2017-10622,1,to,ADP,IN,prep,<,<
3471,CVE-2017-10622,1,16.1R3,NUM,CD,pobj,vre,vre
3472,CVE-2017-10622,1,.,PUNCT,.,punct,O,O
3473,CVE-2017-10622,2,This,DET,DT,det,O,O
3474,CVE-2017-10622,2,issue,NOUN,NN,nsubjpass,O,O
3475,CVE-2017-10622,2,was,VERB,VBD,auxpass,O,O
3476,CVE-2017-10622,2,found,VERB,VBN,ROOT,O,O
3477,CVE-2017-10622,2,by,ADP,IN,agent,O,O
3478,CVE-2017-10622,2,an,DET,DT,det,O,O
3479,CVE-2017-10622,2,external,ADJ,JJ,amod,O,O
3480,CVE-2017-10622,2,security,NOUN,NN,compound,O,O
3481,CVE-2017-10622,2,researcher,NOUN,NN,pobj,O,O
3482,CVE-2017-10622,2,.,PUNCT,.,punct,O,O
3483,CVE-2017-15426,0,Insufficient,ADJ,JJ,amod,O,O
3484,CVE-2017-15426,0,policy,NOUN,NN,compound,O,O
3485,CVE-2017-15426,0,enforcement,NOUN,NN,nsubj,O,O
3486,CVE-2017-15426,0,in,ADP,IN,prep,O,O
3487,CVE-2017-15426,0,Omnibox,PROPN,NNP,pobj,O,O
3488,CVE-2017-15426,0,in,ADP,IN,prep,O,O
3489,CVE-2017-15426,0,Google,PROPN,NNP,compound,O,O
3490,CVE-2017-15426,0,Chrome,PROPN,NNP,pobj,pn,pn
3491,CVE-2017-15426,0,prior,ADV,RB,advmod,<,<
3492,CVE-2017-15426,0,to,ADP,IN,prep,<,<
3493,CVE-2017-15426,0,63.0.3239.84,NUM,CD,pobj,vre,vre
3494,CVE-2017-15426,0,allowed,VERB,VBD,ROOT,verb,verb
3495,CVE-2017-15426,0,a,DET,DT,det,O,O
3496,CVE-2017-15426,0,remote,ADJ,JJ,amod,O,O
3497,CVE-2017-15426,0,attacker,NOUN,NN,nsubj,O,O
3498,CVE-2017-15426,0,to,PART,TO,aux,O,O
3499,CVE-2017-15426,0,perform,VERB,VB,ccomp,O,O
3500,CVE-2017-15426,0,domain,NOUN,NN,compound,O,O
3501,CVE-2017-15426,0,spoofing,NOUN,NN,dobj,O,O
3502,CVE-2017-15426,0,via,ADP,IN,prep,O,O
3503,CVE-2017-15426,0,IDN,PROPN,NNP,compound,O,O
3504,CVE-2017-15426,0,homographs,NOUN,NNS,pobj,O,O
3505,CVE-2017-15426,0,in,ADP,IN,prep,O,O
3506,CVE-2017-15426,0,a,DET,DT,det,O,O
3507,CVE-2017-15426,0,crafted,VERB,VBN,amod,O,O
3508,CVE-2017-15426,0,domain,NOUN,NN,compound,O,O
3509,CVE-2017-15426,0,name,NOUN,NN,pobj,O,O
3510,CVE-2017-15426,0,.,PUNCT,.,punct,O,O
3511,CVE-2017-15428,0,Insufficient,ADJ,JJ,amod,O,O
3512,CVE-2017-15428,0,data,NOUN,NNS,compound,O,O
3513,CVE-2017-15428,0,validation,NOUN,NN,nsubj,O,O
3514,CVE-2017-15428,0,in,ADP,IN,prep,O,O
3515,CVE-2017-15428,0,V8,NOUN,NN,compound,O,O
3516,CVE-2017-15428,0,builtins,NOUN,NNS,amod,O,O
3517,CVE-2017-15428,0,string,NOUN,NN,compound,O,O
3518,CVE-2017-15428,0,generator,NOUN,NN,pobj,O,O
3519,CVE-2017-15428,0,could,VERB,MD,aux,O,O
3520,CVE-2017-15428,0,lead,VERB,VB,ROOT,O,O
3521,CVE-2017-15428,0,to,ADP,IN,prep,O,O
3522,CVE-2017-15428,0,out,ADP,IN,pobj,O,O
3523,CVE-2017-15428,0,of,ADP,IN,prep,O,O
3524,CVE-2017-15428,0,bounds,NOUN,NNS,pobj,O,O
3525,CVE-2017-15428,0,read,VERB,VBP,advcl,O,O
3526,CVE-2017-15428,0,and,CCONJ,CC,cc,O,O
3527,CVE-2017-15428,0,write,VERB,VB,conj,O,O
3528,CVE-2017-15428,0,access,NOUN,NN,dobj,O,O
3529,CVE-2017-15428,0,in,ADP,IN,prep,O,O
3530,CVE-2017-15428,0,V8,NOUN,NN,pobj,O,O
3531,CVE-2017-15428,0,in,ADP,IN,prep,O,O
3532,CVE-2017-15428,0,Google,PROPN,NNP,compound,O,O
3533,CVE-2017-15428,0,Chrome,PROPN,NNP,pobj,pn,pn
3534,CVE-2017-15428,0,prior,ADV,RB,advmod,<,<
3535,CVE-2017-15428,0,to,ADP,IN,prep,<,<
3536,CVE-2017-15428,0,62.0.3202.94,NUM,CD,pobj,vre,vre
3537,CVE-2017-15428,0,and,CCONJ,CC,cc,O,O
3538,CVE-2017-15428,0,allowed,VERB,VBD,conj,verb,verb
3539,CVE-2017-15428,0,a,DET,DT,det,O,O
3540,CVE-2017-15428,0,remote,ADJ,JJ,amod,O,O
3541,CVE-2017-15428,0,attacker,NOUN,NN,nsubj,O,O
3542,CVE-2017-15428,0,to,PART,TO,aux,O,O
3543,CVE-2017-15428,0,execute,VERB,VB,ccomp,O,O
3544,CVE-2017-15428,0,arbitrary,ADJ,JJ,amod,O,O
3545,CVE-2017-15428,0,code,NOUN,NN,dobj,O,O
3546,CVE-2017-15428,0,inside,ADP,IN,prep,O,O
3547,CVE-2017-15428,0,a,DET,DT,det,O,O
3548,CVE-2017-15428,0,sandbox,NOUN,NN,pobj,O,O
3549,CVE-2017-15428,0,via,ADP,IN,prep,O,O
3550,CVE-2017-15428,0,a,DET,DT,det,O,O
3551,CVE-2017-15428,0,crafted,VERB,VBN,amod,O,O
3552,CVE-2017-15428,0,HTML,PROPN,NNP,compound,O,O
3553,CVE-2017-15428,0,page,NOUN,NN,pobj,O,O
3554,CVE-2017-15428,0,.,PUNCT,.,punct,O,O
3555,CVE-2017-15576,0,Redmine,PROPN,NNP,ROOT,pn,pn
3556,CVE-2017-15576,0,before,ADP,IN,prep,<,<
3557,CVE-2017-15576,0,3.2.6,PROPN,NNP,pobj,vre,vre
3558,CVE-2017-15576,0,and,CCONJ,CC,cc,=,=
3559,CVE-2017-15576,0,3.3.x,NUM,CD,conj,vr,vr
3560,CVE-2017-15576,0,before,ADP,IN,mark,<,<
3561,CVE-2017-15576,0,3.3.3,PROPN,NNP,nsubj,vre,vre
3562,CVE-2017-15576,0,mishandles,VERB,VBZ,advcl,verb,verb
3563,CVE-2017-15576,0,Time,PROPN,NNP,compound,O,O
3564,CVE-2017-15576,0,Entry,PROPN,NNP,nsubj,O,O
3565,CVE-2017-15576,0,rendering,VERB,VBG,ccomp,O,O
3566,CVE-2017-15576,0,in,ADP,IN,prep,O,O
3567,CVE-2017-15576,0,activity,NOUN,NN,compound,O,O
3568,CVE-2017-15576,0,views,NOUN,NNS,pobj,O,O
3569,CVE-2017-15576,0,",",PUNCT,",",punct,O,O
3570,CVE-2017-15576,0,which,DET,WDT,nsubj,O,O
3571,CVE-2017-15576,0,allows,VERB,VBZ,relcl,O,O
3572,CVE-2017-15576,0,remote,ADJ,JJ,amod,O,O
3573,CVE-2017-15576,0,attackers,NOUN,NNS,nsubj,O,O
3574,CVE-2017-15576,0,to,PART,TO,aux,O,O
3575,CVE-2017-15576,0,obtain,VERB,VB,ccomp,O,O
3576,CVE-2017-15576,0,sensitive,ADJ,JJ,amod,O,O
3577,CVE-2017-15576,0,information,NOUN,NN,dobj,O,O
3578,CVE-2017-15576,0,.,PUNCT,.,punct,O,O
3579,CVE-2017-16370,0,An,DET,DT,det,O,O
3580,CVE-2017-16370,0,issue,NOUN,NN,nsubjpass,O,O
3581,CVE-2017-16370,0,was,VERB,VBD,auxpass,O,O
3582,CVE-2017-16370,0,discovered,VERB,VBN,ROOT,O,O
3583,CVE-2017-16370,0,in,ADP,IN,prep,O,O
3584,CVE-2017-16370,0,Adobe,PROPN,NNP,compound,O,O
3585,CVE-2017-16370,0,Acrobat,PROPN,NNP,pobj,pn,pn
3586,CVE-2017-16370,0,and,CCONJ,CC,cc,O,O
3587,CVE-2017-16370,0,Reader,NOUN,NN,conj,pn,pn
3588,CVE-2017-16370,0,:,PUNCT,:,punct,O,O
3589,CVE-2017-16370,1,2017.012.20098,X,ADD,nummod,vre,vre
3590,CVE-2017-16370,1,and,CCONJ,CC,cc,=,=
3591,CVE-2017-16370,1,earlier,ADJ,JJR,amod,<,<
3592,CVE-2017-16370,1,versions,NOUN,NNS,conj,O,O
3593,CVE-2017-16370,1,",",PUNCT,",",punct,sp,sp
3594,CVE-2017-16370,1,2017.011.30066,NOUN,NN,conj,vre,vre
3595,CVE-2017-16370,1,and,CCONJ,CC,cc,=,=
3596,CVE-2017-16370,1,earlier,ADJ,JJR,amod,<,<
3597,CVE-2017-16370,1,versions,NOUN,NNS,ROOT,O,O
3598,CVE-2017-16370,1,",",PUNCT,",",punct,sp,sp
3599,CVE-2017-16370,1,2015.006.30355,NUM,CD,appos,vre,vre
3600,CVE-2017-16370,1,and,CCONJ,CC,cc,=,=
3601,CVE-2017-16370,1,earlier,ADJ,JJR,amod,<,<
3602,CVE-2017-16370,1,versions,NOUN,NNS,conj,O,O
3603,CVE-2017-16370,1,",",PUNCT,",",punct,sp,sp
3604,CVE-2017-16370,1,and,CCONJ,CC,cc,O,sp
3605,CVE-2017-16370,1,11.0.22,NUM,CD,conj,vre,vre
3606,CVE-2017-16370,1,and,CCONJ,CC,cc,=,=
3607,CVE-2017-16370,1,earlier,ADJ,JJR,amod,<,<
3608,CVE-2017-16370,1,versions,NOUN,NNS,conj,O,O
3609,CVE-2017-16370,1,.,PUNCT,.,punct,O,O
3610,CVE-2017-16370,2,This,DET,DT,det,O,O
3611,CVE-2017-16370,2,vulnerability,NOUN,NN,nsubj,O,O
3612,CVE-2017-16370,2,occurs,VERB,VBZ,ccomp,verb,O
3613,CVE-2017-16370,2,because,ADP,IN,prep,O,O
3614,CVE-2017-16370,2,of,ADP,IN,pcomp,O,O
3615,CVE-2017-16370,2,a,DET,DT,det,O,O
3616,CVE-2017-16370,2,computation,NOUN,NN,pobj,O,O
3617,CVE-2017-16370,2,that,DET,WDT,nsubj,O,O
3618,CVE-2017-16370,2,reads,VERB,VBZ,relcl,O,O
3619,CVE-2017-16370,2,data,NOUN,NNS,dobj,O,O
3620,CVE-2017-16370,2,that,DET,WDT,nsubj,O,O
3621,CVE-2017-16370,2,is,VERB,VBZ,relcl,O,O
3622,CVE-2017-16370,2,past,ADP,IN,prep,O,O
3623,CVE-2017-16370,2,the,DET,DT,det,O,O
3624,CVE-2017-16370,2,end,NOUN,NN,pobj,O,O
3625,CVE-2017-16370,2,of,ADP,IN,prep,O,O
3626,CVE-2017-16370,2,the,DET,DT,det,O,O
3627,CVE-2017-16370,2,target,NOUN,NN,compound,O,O
3628,CVE-2017-16370,2,buffer,NOUN,NN,pobj,O,O
3629,CVE-2017-16370,2,,PUNCT,:,punct,O,O
3630,CVE-2017-16370,2,the,DET,DT,det,O,O
3631,CVE-2017-16370,2,computation,NOUN,NN,nsubj,O,O
3632,CVE-2017-16370,2,is,VERB,VBZ,ROOT,O,O
3633,CVE-2017-16370,2,a,DET,DT,det,O,O
3634,CVE-2017-16370,2,part,NOUN,NN,attr,O,O
3635,CVE-2017-16370,2,of,ADP,IN,prep,O,O
3636,CVE-2017-16370,2,the,DET,DT,det,O,O
3637,CVE-2017-16370,2,JavaScript,PROPN,NNP,compound,O,O
3638,CVE-2017-16370,2,engine,NOUN,NN,pobj,O,O
3639,CVE-2017-16370,2,.,PUNCT,.,punct,O,O
3640,CVE-2017-16370,3,The,DET,DT,det,O,O
3641,CVE-2017-16370,3,use,NOUN,NN,nsubj,O,O
3642,CVE-2017-16370,3,of,ADP,IN,prep,O,O
3643,CVE-2017-16370,3,an,DET,DT,det,O,O
3644,CVE-2017-16370,3,invalid,ADJ,JJ,preconj,O,O
3645,CVE-2017-16370,3,(,PUNCT,-LRB-,punct,O,O
3646,CVE-2017-16370,3,out,ADJ,JJ,meta,O,O
3647,CVE-2017-16370,3,-,PUNCT,HYPH,punct,O,O
3648,CVE-2017-16370,3,of,ADP,IN,prep,O,O
3649,CVE-2017-16370,3,-,PUNCT,HYPH,punct,O,O
3650,CVE-2017-16370,3,range,NOUN,NN,pobj,O,O
3651,CVE-2017-16370,3,),PUNCT,-RRB-,preconj,O,O
3652,CVE-2017-16370,3,pointer,NOUN,NN,pobj,O,O
3653,CVE-2017-16370,3,offset,VERB,VBN,nsubj,O,O
3654,CVE-2017-16370,3,during,ADP,IN,prep,O,O
3655,CVE-2017-16370,3,access,NOUN,NN,pobj,O,O
3656,CVE-2017-16370,3,of,ADP,IN,prep,O,O
3657,CVE-2017-16370,3,internal,ADJ,JJ,amod,O,O
3658,CVE-2017-16370,3,data,NOUN,NNS,compound,O,O
3659,CVE-2017-16370,3,structure,NOUN,NN,compound,O,O
3660,CVE-2017-16370,3,fields,NOUN,NNS,pobj,O,O
3661,CVE-2017-16370,3,causes,VERB,VBZ,ROOT,O,O
3662,CVE-2017-16370,3,the,DET,DT,det,O,O
3663,CVE-2017-16370,3,vulnerability,NOUN,NN,dobj,O,O
3664,CVE-2017-16370,3,.,PUNCT,.,punct,O,O
3665,CVE-2017-16370,4,A,DET,DT,det,O,O
3666,CVE-2017-16370,4,successful,ADJ,JJ,amod,O,O
